Date,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,average.56-24,p10,p25,p75,p90
09/04/2024,0.998654283,1,0.998117601,1,0.996090421,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999484446,0.995550096,1,0.996618436,1,0.999219237,0.995981614,1,1,0.993853773,1,0.981110472,0.985187227,0.998941625,1,1,0.996023654,1,1,0.96153728,1,0.999354568,0.992246058,1,0.998512827,0.999283584,1,0.996349074,0.967550972,0.987658976,0.987775713,0.99369842,0.995158097,0.991095051,0.989235786,0.99749549,0.99689021,0.99801452,0.996908544,0.990723198,0.996618436,1,1
09/05/2024,0.998654283,1,0.998970261,1,0.996090421,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.996082597,1,0.996618436,1,0.999219237,0.995981614,1,1,0.995033542,1,0.985354545,0.987294152,0.999145363,1,1,0.996023654,1,1,0.971951974,1,0.999512721,0.994893364,1,0.998681019,0.999283584,1,0.996852108,0.971137844,0.988507331,0.987775713,0.99369842,0.996380174,0.991454567,0.990136605,0.99749549,0.99689021,0.998299231,0.997353891,0.991190975,0.996852108,1,1
09/06/2024,0.998654283,1,0.998970261,1,0.996090421,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997309421,1,0.998729599,1,0.999219237,0.997483232,1,1,0.995511068,1,0.985997553,0.987605449,0.999145363,1,1,0.996175696,1,1,0.976658014,1,0.999512721,0.998245573,1,0.998681019,0.999500175,1,0.997866036,0.971738189,0.99076961,0.991491422,0.99575077,0.996983479,0.996026881,0.99192684,0.998192366,0.99811307,0.998299231,0.997835463,0.994794222,0.998192366,1,1
09/07/2024,0.998654283,1,0.999427286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998374905,1,0.999142236,1,0.999219237,0.997987713,1,1,0.995741659,1,0.989115898,0.991802561,0.999145363,1,1,0.996866918,1,1,0.979506277,1,0.999512721,0.998543199,1,0.998681019,0.999500175,1,0.998019304,0.979945437,0.993321925,0.995177484,0.996032606,0.996983479,0.998552715,0.992371548,0.998192366,0.998744746,0.999423087,0.998376611,0.995628824,0.998654283,1,1
09/08/2024,0.998654283,1,0.999427286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998895746,1,0.999571118,1,0.999219237,0.998492194,1,1,0.995741659,1,0.989758906,0.993743681,0.999242771,1,1,0.997545108,1,1,0.980540023,1,0.999512721,0.999146283,1,0.998681019,0.999500175,1,0.99831798,0.98548533,0.993894746,0.998142146,0.996314443,0.997586783,0.998912232,0.993272367,0.998330327,0.999052486,0.99971529,0.998647773,0.996199886,0.998912232,1,1
09/09/2024,0.998654283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999219237,0.999507161,1,1,0.996940008,1,0.989758906,0.996217362,0.999242771,1,1,0.998683941,1,1,0.98673726,1,0.999512721,0.999443909,1,0.998681019,0.999500175,1,0.998927123,0.991078417,0.993894746,0.998873429,0.99773808,0.999396696,0.998912232,0.993717075,0.998330327,0.999052486,1,0.999014773,0.997578465,0.999242771,1,1
09/10/2024,0.998654283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999507161,1,1,0.997835245,1,0.993479085,0.996718642,0.999392153,1,1,0.998683941,1,1,0.988012034,1,0.999512721,1,1,0.998844785,0.999500175,1,0.998927123,0.994049745,0.994467567,0.998873429,0.998019916,0.999396696,0.998912232,0.994161782,0.999165163,0.999052486,1,0.99920531,0.997982982,0.999396696,1,1
09/11/2024,0.998654283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999507161,1,1,0.998548636,1,0.993911106,0.996718642,0.999543799,1,1,0.998917036,1,1,0.99621263,1,0.999512721,1,1,0.998844785,0.999500175,1,0.999080391,0.995827982,0.996091767,0.999624476,0.998872653,0.999396696,0.998912232,0.994161782,0.999444621,0.999052486,1,0.99942516,0.998633153,0.999507161,1,1
09/12/2024,0.998654283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999507161,1,1,0.99903178,1,0.994346528,0.997212657,0.999698972,1,1,0.99914347,1,1,0.996472588,1,0.999675147,1,1,0.998844785,0.999788963,1,0.999390857,0.997606219,0.997454936,1,0.99915449,0.999396696,0.998912232,0.997753655,1,0.999052486,1,0.999581129,0.998806685,0.999698972,1,1
09/13/2024,0.999280069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999273352,1,0.99498459,0.998245598,0.999848354,1,1,0.999599598,1,1,0.999570443,1,0.999675147,1,1,0.998844785,0.999788963,1,1,0.998206564,0.998020506,1,0.99915449,0.999396696,0.998912232,0.999099181,1,0.999052486,1,0.999723957,0.999089842,1,1,1
09/14/2024,0.999280069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999516856,1,0.998024716,0.99875436,0.999848354,1,1,0.999836171,1,1,1,1,0.999837574,1,1,0.998844785,1,1,1,0.999103282,0.99830329,1,0.999436327,1,0.999271748,0.999099181,1,0.999052486,1,0.999829119,0.999238055,1,1,1
09/15/2024,0.999280069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998024716,0.99928697,0.999848354,1,1,0.999836171,1,1,1,1,0.999837574,1,1,0.998844785,1,1,1,0.999703627,0.998586075,1,0.999436327,1,1,0.999099181,1,0.999052486,1,0.999867193,0.999406455,1,1,1
09/16/2024,0.999280069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998024716,0.99928697,0.999848354,1,1,0.999836171,1,1,1,1,0.999837574,1,1,0.999349362,1,1,1,0.999703627,0.99886886,1,0.999436327,1,1,0.999099181,1,0.999368324,1,0.999883182,0.999422726,1,1,1
09/17/2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998683033,0.99928697,0.999848354,1,1,0.999836171,1,1,1,1,1,1,1,0.999831808,1,1,1,0.999703627,0.999151645,1,0.999436327,1,1,1,1,0.999368324,1,0.999929656,0.999835299,1,1,1
09/18/2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998683033,0.99928697,0.999848354,1,1,0.999836171,1,1,1,1,1,1,1,1,1,1,1,1,0.99943443,1,0.999436327,1,1,1,1,0.999368324,1,0.999940487,0.999969671,1,1,1
09/19/2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.998683033,0.99928697,0.999848354,1,1,0.999836171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999718163,1,1,1,1,0.999368324,1,0.999952768,1,1,1,1
09/20/2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999331065,0.999647679,0.999848354,1,1,0.999836171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999718163,1,1,1,1,0.999368324,1,0.999967388,1,1,1,1
09/21/2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999331065,1,0.999848354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999988108,1,1,1,1
09/22/2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999331065,1,0.999848354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999988108,1,1,1,1
09/23/2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999848354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999997802,1,1,1,1
09/24/2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999848354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999997802,1,1,1,1
09/25/2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999848354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999997802,1,1,1,1
09/26/2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999848354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999997802,1,1,1,1
09/27/2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999848354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999997802,1,1,1,1
09/28/2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
09/29/2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
09/30/2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/01/2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/02/2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/03/2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/04/2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/05/2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/06/2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/07/2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/08/2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10/09/2024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
