Date,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
7/13/26,272.5952529,340.1943675,405.5100085,174.6557047,84.20542948,268.7482719,125.4082849,112.4855936,214.1578883,176.7175907,249.3379484,269.4307828,299.6808757,277.3683919,335.9289344,124.2765839,111.2919105,776.3017154,517.1932916,90.67081668,66.97178004,492.8479349,562.7883853,388.8023098,625.0773679,614.2849471,579.0631437,310.9364344,289.309899,542.3029435,141.6675426,248.187671,394.1867352,371.1840172,135.4582813,334.1568897,294.5040898,354.7758948,168.2656069,505.1343683,569.2663884,373.3126144,278.1248861,177.6827032,727.9622585,796.5023983,575.8323374,456.1204409,344.6115755,196.8055586,587.8503385,399.4921357,514.22,293.56,122.21,479.44,548.9,122.21,660.79,183.76,302.75,252.74,154.88,48.15,75.31,116.62,379.61,383.76,332.1,250.87
7/14/26,287.6335751,347.9530643,415.0988997,176.2060923,91.42192612,300.3497733,130.0824411,129.4431264,217.9728276,186.6268457,292.1944823,327.5752974,306.84086,281.9409477,355.1194106,136.9018716,115.8046066,862.3956351,582.2687722,100.3004463,71.59359822,508.0464529,576.100523,422.4397916,671.8075267,633.4339801,628.1855705,351.0683471,348.7058721,577.8749433,149.2595195,259.907634,459.4307599,411.1093741,164.0629269,351.2085615,298.2180321,373.2205439,184.6585216,561.7077949,673.6702345,381.9065792,287.7990957,194.8353675,755.7960748,840.1115966,629.8307913,469.8330459,377.1778069,212.8823482,619.723276,419.6634154,680.61,314.65,137.61,492.62,579.96,137.61,747.63,202.01,311.61,271.79,186.63,53,98.38,131.03,438.16,408.39,360.95,270.76
7/15/26,293.5352145,358.5522581,422.9577595,176.5235527,97.37665053,348.0868179,144.1945577,138.1397568,232.8906123,192.6939814,344.8301267,393.0844249,310.2052391,289.9254438,378.8524871,148.1966979,119.2046788,1016.35494,630.9776564,118.1006853,76.66436745,533.5436278,612.0379582,460.4084393,703.1416613,666.448116,739.0029812,396.7596817,481.2590636,634.1754258,169.5100079,281.4201505,523.7460308,470.0152097,198.8827097,383.5610718,325.4005809,389.8359781,220.0550506,613.9033361,710.5634184,424.1326841,308.747442,213.1183331,824.3110272,882.1557655,647.1125835,486.8016589,408.00029,229.377164,661.8131219,443.8766756,747.77,343.26,158.34,504.09,652.89,158.34,871.49,212.82,350.77,288.23,244.71,60.8,111.37,144.22,503.14,426.55,382.53,323.63
7/16/26,299.9838961,361.5885725,426.1046548,188.3742738,100.4920751,392.1813865,148.3454885,143.7869788,263.9776936,195.8535864,353.77833,416.1433151,320.8605477,310.8126618,431.7216758,171.8066117,130.645566,1056.069225,634.0455468,142.2934364,83.65502565,567.8518985,640.1364032,540.8697909,735.5336123,707.0979108,889.088329,448.6275083,511.5157908,733.3156855,257.661894,313.0885333,592.9286092,491.8662946,212.1402855,404.2196067,367.3585163,439.9560047,233.1929003,631.3017898,726.3991254,436.5197392,328.8876237,228.3104513,993.8936401,909.3602876,669.5152962,514.134992,437.7767376,252.3295193,695.2144032,470.0522564,805.6,370.73,167.14,545.44,747.3,167.14,923.66,237.72,369.87,308.93,287.54,74.07,120.82,153.26,543.8,451.86,398.41,356.64
7/17/26,314.0022772,372.1234562,434.8584072,199.6851205,102.8670751,419.1357034,150.8937763,158.3517123,272.8604214,204.6261117,358.7456219,454.0191817,350.0115387,340.3177194,463.2192084,239.7225909,153.2242389,1125.110321,638.8059022,163.3947504,100.0687754,585.6960676,671.3601043,578.9531078,752.4879133,739.0751533,1064.971066,507.6451544,537.8544909,810.2655855,286.8616466,392.5024932,621.41475,508.3754428,246.7748266,420.1599634,454.2746002,467.7208862,239.0692459,659.9926525,744.0461842,451.9250489,343.3386196,266.0644444,1104.783239,945.2126177,705.6755604,546.2602449,461.964129,268.8747957,742.3845617,487.6017357,862.42,404.9,182.22,584.1,799.21,182.22,965.03,264.76,384.24,335.54,319.25,85.04,125.38,182.6,664.45,511.96,417.53,395.25
7/18/26,332.8885864,379.782706,446.9286005,214.3397275,105.0291334,424.9948127,159.1368646,171.4526754,299.0052528,217.9824428,362.0453468,491.8944562,484.8377681,360.5533924,482.6319916,322.96712,262.7189079,1172.478413,667.6302357,191.6909893,121.9763785,587.9912065,700.518545,601.0872452,771.606233,782.0901909,1118.524463,533.85746,558.9256725,862.4919444,355.8958959,469.514042,635.6044121,520.276943,315.5241971,460.4657855,543.3001108,478.2888258,267.657387,694.35961,752.1725875,469.27571,361.1074376,307.8191503,1157.696282,982.9129507,715.5023714,606.1441334,487.7756325,284.3457106,773.2557683,531.5891416,907.22,451.53,205.94,611.91,885.38,205.94,1030.54,302.76,395.08,359.37,353.23,87,129.55,195.6,736.85,568.66,438.32,419.16
7/19/26,361.4323093,399.9343577,459.0497368,232.8007847,106.8486147,432.3702966,171.6120444,179.6146187,354.0229677,244.3642508,368.6833248,509.1639228,570.7288988,395.3739095,491.7700367,412.7284565,337.0638886,1191.651067,722.1825787,318.3765239,166.3256334,590.3205334,730.1567879,634.3579146,792.2471624,809.4814952,1135.093262,551.7603948,624.4346779,907.6499904,417.7609384,565.2654871,645.1481218,546.3211594,355.9604301,527.0370086,571.4977149,487.6896624,284.2446241,721.6929433,780.6617961,479.1461166,370.6473222,351.2353528,1227.626587,1070.454723,737.0235639,637.5869822,533.4907253,302.8042828,813.1343094,567.9471804,1021.2,528.83,229.44,624.26,933.6,229.44,1058.83,333.18,421.92,382.61,385.44,103.86,146.77,211.85,810.96,598.09,477.41,456.31
7/20/26,376.8304271,430.017143,477.0689676,239.8337123,111.3069398,472.757095,181.5533942,186.6057691,398.0384691,252.936519,370.8892071,516.9859985,590.3968912,429.1083221,494.0601131,478.7238054,352.6574947,1206.713825,853.5509997,539.5546849,202.9794902,600.1520806,758.9209925,661.3692821,811.7582114,840.4969691,1172.35642,584.4891732,704.0452691,999.8486206,486.6096561,590.6491294,652.5226157,565.2194162,398.5171298,578.274525,588.6881643,496.7403677,288.5741561,760.1672824,816.1956307,500.8469149,406.4975862,407.4754686,1287.958412,1205.726071,788.5632188,656.8529,555.743103,318.6595464,851.1901524,593.7113733,1186.44,580.64,247.41,672.27,946.18,247.41,1107.93,367.43,444.08,405.67,431.77,120.19,182.1,224.05,862.4,627.99,519.08,479.76
7/21/26,387.1541531,450.5700982,482.1960001,255.3964829,122.4766637,531.8508779,189.2867948,210.7724357,405.0945079,273.9782006,381.5462406,530.7148584,600.6187649,446.8751632,498.6716419,503.7810567,394.4185149,1229.081107,935.0055452,588.8577049,287.6699664,649.9293955,775.5900834,697.625881,844.076945,858.7189714,1242.57456,618.4720403,750.2669113,1106.848834,502.6938641,611.6029105,680.5925407,598.4077995,442.1495755,607.2732986,617.2180737,506.8599806,303.5337264,785.17042,870.3252054,536.9183078,433.3249164,429.4348462,1314.879383,1286.160362,858.7894506,694.1461239,590.9747832,333.3989073,944.5826296,660.9220007,1320.88,629.72,263.27,732.19,1029.07,263.27,1157.83,393.63,500.26,446.58,504.73,129.08,216.31,235.04,953.44,653.74,572.27,493.95
7/22/26,406.1069902,466.1592181,486.5921514,268.786412,133.8811681,598.4763663,194.6670274,225.5153877,418.67185,311.977779,400.0350743,569.9232439,617.1291703,460.1949165,502.8647389,534.6514271,488.618581,1289.753782,955.3635843,600.3790724,320.4012581,799.7359889,809.7066007,772.0830959,875.4376834,890.9481797,1275.789588,642.9994483,780.7961104,1174.741634,508.7490423,625.4678795,697.5389384,648.6888751,461.0276071,635.6343568,637.7130465,532.1685758,331.0451527,813.2114709,889.0466018,594.999072,452.1870125,461.6918286,1376.501118,1339.693342,890.7526476,729.0330133,605.5631245,366.7677461,1004.728978,708.2414109,1357.91,678.23,274.13,815.75,1146.97,274.13,1196.51,407.04,562.78,463.41,586.26,154.1,254.5,255.45,1024.21,672.97,635.6,513.70
7/23/26,431.0245485,474.9405058,497.1367629,302.3562861,140.6719878,636.9667993,200.839733,251.2320433,427.8959734,343.5068171,423.5331135,623.5632141,626.2501339,471.4762101,516.8879818,566.5133587,576.3761224,1317.022681,972.6159278,614.3640348,354.3990285,943.6711203,849.4690945,811.8828851,893.5422768,966.4393221,1307.466732,688.6647709,796.297314,1224.744758,523.8923723,638.7261609,745.9940639,694.2210142,471.0276071,651.3595651,671.8958314,574.6300184,357.9164568,869.9368141,919.9964219,645.1569935,464.788518,478.3962998,1473.982372,1426.346403,920.8363335,755.9502325,615.3635645,393.8934843,1040.428895,735.2398084,1424.6,722.52,280.52,869.74,1218.34,280.52,1263,423.54,581.61,475.81,654.83,183.92,287.12,287.58,1097.07,691.75,699.12,552.07
7/24/26,446.7824639,480.0681847,519.7468671,336.9891865,161.3980802,659.7602829,220.6934579,298.1804033,456.159912,367.1593619,453.3773833,672.9063095,658.9488603,483.3659739,526.8377198,603.7260024,590.2534178,1328.881621,985.7231563,623.3799078,411.4094324,1024.018057,877.0108672,848.3273296,913.8756593,1051.454952,1335.084493,746.8398936,841.8153939,1259.884877,541.858937,677.5353554,766.9596179,738.9794412,476.1838571,665.8393971,708.2887432,625.2186812,400.1531982,986.0414229,1041.049771,659.3683937,470.6507453,508.6487576,1592.765808,1447.448967,946.4025481,803.4715362,633.0055118,418.4423822,1067.382841,760.8083074,1499.05,737.45,292.35,927.08,1271.9,292.35,1307.43,446,594.97,500.66,715.37,191.53,341.28,308.01,1169.43,723.86,782.81,596.84
7/25/26,464.8845777,490.8986457,557.5956554,363.7058751,168.9796325,672.415725,273.375319,345.7736096,508.5694773,394.8665874,475.9935481,696.6096032,693.7600639,505.2032091,541.694537,640.6300386,598.8150292,1352.852293,997.147,678.6121666,463.3090853,1065.733808,894.8023483,870.7213104,927.1995229,1095.989178,1371.976144,791.7672822,909.0577957,1287.223679,571.8119313,712.8987155,782.2233167,764.5353863,494.3531935,690.7289286,764.217003,655.6353996,415.2087849,1006.923004,1082.730525,693.0022215,485.4790282,532.5021356,1684.52609,1509.215578,971.7033824,840.7248593,670.8546491,440.7244404,1093.170177,804.0365712,1534.81,764.46,306.78,1017.44,1324.95,306.78,1323.97,487.77,619.01,536.57,757.06,203.06,378.75,342.09,1259.98,751.88,850.74,626.58
7/26/26,481.3756876,510.2514882,587.3497317,395.3780736,173.536063,677.4234539,321.5347246,400.8625309,594.395053,413.5549369,495.6622852,722.6796766,745.0037911,531.0027968,554.5739342,667.8426842,601.5506683,1378.539626,1010.552952,712.7226856,467.6380364,1106.629338,908.5011048,897.7141065,951.2285416,1130.109491,1392.213605,826.9776485,924.2740442,1339.275924,609.149302,748.6290203,795.9192007,789.1145162,534.1359627,746.1262069,788.9671333,664.8191929,429.1736972,1020.420317,1112.474107,705.449596,501.7205478,548.24162,1795.517031,1573.794436,1043.209598,893.6953273,731.7056138,467.0777134,1157.164198,855.3571534,1578.29,804.8,337.47,1116.76,1351.59,337.47,1359.7,517.85,633.16,563.34,776.38,228.67,409.23,374.03,1337.37,768.9,896.7,650.27
7/27/26,507.2108524,518.7330067,605.7984233,470.0552206,190.5356632,681.1329652,381.4096258,441.2114665,633.970808,419.5921179,517.0682008,734.8100024,785.1968172,567.3638417,571.9813717,684.8576096,606.6275914,1396.074844,1088.57491,740.6317765,476.2692814,1123.705317,918.8331191,959.952757,998.9745733,1158.064695,1409.319798,876.9286289,931.282887,1417.19018,654.6655423,782.1241383,833.6833934,817.6354366,598.0369701,811.6594237,802.0382753,688.0067407,435.0640923,1040.09071,1171.007688,715.12896,520.6816406,565.77417,1905.460047,1634.714338,1100.157389,923.5443717,778.8849594,499.0967607,1275.979002,915.3918832,1612.97,872.17,351.41,1189.92,1386.62,351.41,1421.26,541.82,659.47,609.93,810.2,253.85,444.9,405.78,1421.92,779.72,937.44,690.07
7/28/26,536.7163414,533.4471813,614.3500761,602.5067612,208.364037,684.7970873,450.5377861,476.0501762,644.2172706,431.4234875,538.5820083,752.1444582,796.1824845,590.1000363,590.4034372,705.9490851,619.3917738,1439.962746,1230.041997,761.6588957,485.167743,1143.770102,928.4079223,1014.369363,1065.045575,1175.909337,1426.743627,922.0271382,959.8995335,1539.287304,671.3553433,803.7332218,900.2208003,835.7014617,636.6574785,853.6000813,806.9592413,703.7648765,464.3075363,1075.490418,1230.55767,743.3869905,541.2380257,571.1580986,2000.583844,1718.856582,1122.970783,961.5247382,792.2769189,511.066096,1360.661096,954.9870455,1735.94,927.22,368.21,1239.41,1417.56,368.21,1466.65,593.05,684.97,645.22,866.12,270.42,502.67,427.4,1493.58,793.89,967.52,737.92
7/29/26,559.8660852,539.6574246,621.5627777,620.3448588,229.6210743,704.1442365,484.7428638,540.4473377,648.8242053,443.91026,554.779269,769.7137761,799.3105724,610.959397,620.1155304,729.0208719,624.779611,1485.870951,1281.768455,773.3414354,566.5317276,1187.892463,946.639452,1117.436765,1122.411129,1220.94889,1465.991549,955.3819629,973.8306299,1600.972181,677.6716242,843.4959992,962.260016,861.0756114,656.0868263,875.3704162,812.9296361,730.7844604,483.9960979,1120.443694,1353.0459,788.1015082,561.2699463,574.7808961,2208.142583,1771.960877,1155.458244,1005.071322,811.447501,522.1863636,1415.720686,1001.245142,1820.66,965.78,379.36,1310.17,1481.43,379.36,1512.36,625.02,728.4,679.56,927.51,284.03,544.1,465.29,1622.89,809.15,995.07,769.44
7/30/26,581.9717109,544.9404435,628.9563844,635.3170565,248.741888,724.9945434,494.9926185,563.4443586,655.4028727,452.2045744,598.0770133,795.6851771,807.4192565,628.4118283,648.8373987,758.9435537,640.307907,1524.308084,1302.811769,836.6593602,651.9663971,1296.694254,967.6655208,1196.868607,1158.239201,1276.590149,1563.11629,1006.740169,981.5137913,1633.900617,692.219616,888.3409702,1014.203167,894.3888228,673.9646266,893.4097722,832.1629341,754.606271,499.9870291,1175.443694,1404.224136,843.0559932,577.5764962,584.9252594,2343.592973,1820.0701,1170.712365,1071.7029,828.4863981,535.8647327,1459.014283,1067.5196,1892.27,985.47,390.25,1408.58,1508.1,390.25,1557.14,653.15,797.67,701.17,1001.7,299.35,576.99,482.82,1756.1,829.13,1020.32,793.86
7/31/26,599.114949,547.3810555,634.6523144,652.2259152,259.6066053,740.855833,498.6994577,579.2339737,661.2143244,463.8806491,644.5165165,823.1281983,828.0948406,643.3670522,667.5615997,781.9233096,663.0948967,1547.905895,1320.019874,903.0111388,731.4492254,1399.384279,988.5651221,1207.811533,1176.069558,1348.193027,1588.765145,1038.53356,988.8737443,1668.433061,709.8663243,934.0179481,1138.223558,942.263969,713.3216388,904.1878598,849.1778595,763.4361879,501.8571842,1218.65616,1430.455663,883.4329415,587.3595422,600.8942035,2416.450116,1881.03254,1205.057328,1108.101144,898.9648785,553.9739909,1499.993069,1104.924988,1934.22,1006.79,408.41,1508.18,1550.33,408.41,1596.39,667.62,854.23,710.87,1060.41,321.26,622.47,498.3,1885.46,843.64,1045.21,815.90
8/1/26,613.0420209,550.2524577,652.1586474,673.3423987,263.4289798,749.5813232,502.1011752,600.6279131,682.0845786,475.4090039,675.8597132,834.0468672,854.7585292,654.2727845,703.1042675,807.8880154,758.5149799,1574.859741,1335.032113,969.7029142,760.7180224,1452.415858,1006.159527,1225.992193,1197.672603,1430.121798,1643.967061,1065.487776,1016.249526,1705.99853,751.5162297,964.3695393,1172.964897,966.0331229,741.4670136,922.5075075,873.3367007,781.7533712,521.1754498,1266.771527,1476.155009,914.183191,594.4490047,627.2313676,2480.303177,1932.502524,1219.558847,1152.120665,925.0266975,578.1170603,1545.146271,1159.24072,1955.13,1031.34,425.98,1581.76,1589.36,425.98,1633.42,693.97,873.04,713.85,1136.72,349.55,675.04,526.6,1984.37,860.55,1068.37,820.83
8/2/26,625.3958516,562.2205648,674.1844238,689.8531648,264.8463027,769.2194597,509.1183643,613.8051009,763.2931348,487.4640129,692.6501641,846.9507582,868.4464795,673.6174148,739.4073052,821.6726543,844.2692392,1607.652845,1347.910214,1025.892257,769.0504464,1485.949014,1015.808256,1260.56232,1256.937796,1526.145005,1686.962878,1079.15936,1050.868665,1737.786354,787.4268959,991.5169872,1193.396007,993.3493341,774.4973167,935.6942235,901.0073502,801.024471,543.5091208,1293.73871,1540.273476,928.6225464,604.773011,649.1718326,2583.535309,2005.192397,1226.740333,1173.424976,984.6478873,604.0142563,1573.564564,1196.732665,1985.49,1049.03,440.87,1655.4,1606.66,440.87,1664.45,714.36,902.06,759.31,1177.19,373.78,712.76,533.7,2084.48,891.95,1105.48,831.89
8/3/26,643.5136885,572.9955522,703.3841636,720.7840933,267.1978727,795.566893,520.4953485,633.70327,880.0385016,504.556222,707.2298291,855.4667378,882.7152028,708.95825,775.2209825,835.6460781,886.7631184,1654.936368,1402.515983,1134.020162,771.8523846,1502.753858,1027.273535,1333.354325,1295.847339,1561.069448,1713.133062,1106.347382,1065.33051,1795.852541,813.920711,998.7451247,1217.572788,1033.167516,815.8711238,947.4386926,924.7060825,837.4487134,554.4532699,1310.857782,1569.94161,945.4493438,612.8145942,672.6760169,2672.349538,2052.573851,1249.720465,1210.413992,1005.085964,628.8985387,1589.306241,1214.77551,2012.55,1068.13,444.94,1752.87,1624.39,444.94,1723.1,751.19,947.02,789.49,1191.35,395.82,762.08,544.15,2184.66,912.93,1125.54,842.13
8/4/26,655.1500522,583.2542621,725.4761544,735.0219405,272.1475571,822.5157589,529.9677539,654.3710537,900.4002181,535.9660541,748.1119325,876.324563,897.7230245,777.8473151,794.1704774,859.9058023,903.9358678,1706.313653,1467.104398,1191.631351,789.0781679,1525.01763,1036.388236,1414.928004,1326.260343,1582.256144,1736.824304,1128.067257,1104.112678,1844.37541,829.7914011,1005.096228,1244.11631,1060.489194,847.5329503,959.3191092,939.0379267,862.0453843,558.6820236,1323.916766,1594.192237,978.7381138,623.8670507,692.6121334,2702.544184,2081.884125,1288.773968,1255.104364,1067.727156,636.4403073,1615.830938,1246.966439,2073.44,1079.58,450.07,1794.71,1671.3,450.07,1749.77,779.22,995.21,824.12,1201.98,418.81,819.26,555.65,2229.41,947.84,1151.69,856.21
